state,name,mean_work_travel_2010,mean_work_travel_2017,delta_work_travel
West Virginia,Monroe County,31.7,30.1,-1.6
West Virginia,Morgan County,32.7,33,0.3
West Virginia,Nicholas County,26.8,28,1.2
West Virginia,Ohio County,19.4,19.7,0.3
West Virginia,Pendleton County,30.9,32.1,1.2
West Virginia,Pleasants County,24.5,27.2,2.7
West Virginia,Pocahontas County,28.9,27.3,-1.6
West Virginia,Preston County,31.3,30.2,-1.1
West Virginia,Putnam County,25.6,24.7,-0.9
West Virginia,Raleigh County,23,24.2,1.2
West Virginia,Randolph County,20.2,21.4,1.2
West Virginia,Ritchie County,26.1,25.6,-0.5
West Virginia,Roane County,38.4,31.9,-6.5
West Virginia,Summers County,31.7,29.7,-2
West Virginia,Taylor County,31.2,30.2,-1
West Virginia,Tucker County,28.2,28.9,0.7
West Virginia,Tyler County,28.1,28,-0.1
West Virginia,Upshur County,24.7,26.1,1.4
West Virginia,Wayne County,25,26.7,1.7
West Virginia,Webster County,31,26.7,-4.3
West Virginia,Wetzel County,28.8,26.9,-1.9
West Virginia,Wirt County,31.5,35,3.5
West Virginia,Wood County,19.2,20.3,1.1
West Virginia,Wyoming County,32.5,30.1,-2.4
Wisconsin,Adams County,27.2,28.3,1.1
Wisconsin,Ashland County,15.2,16.5,1.3
Wisconsin,Barron County,19.3,19.6,0.3
Wisconsin,Bayfield County,22.7,23.8,1.1
Wisconsin,Brown County,18.2,19.1,0.9
Wisconsin,Buffalo County,23.5,25.1,1.6
Wisconsin,Burnett County,25.5,27,1.5
Wisconsin,Calumet County,20,20.2,0.2
Wisconsin,Chippewa County,21,21.9,0.9
Wisconsin,Clark County,20.6,21.1,0.5
Wisconsin,Columbia County,26.7,25.7,-1
Wisconsin,Crawford County,23.6,22.6,-1
Wisconsin,Dane County,20.2,21,0.8
Wisconsin,Dodge County,22.4,23.1,0.7
Wisconsin,Door County,19.1,18.2,-0.9
Wisconsin,Douglas County,20.3,22.3,2
Wisconsin,Dunn County,21.6,22.9,1.3
Wisconsin,Eau Claire County,17.1,18.4,1.3
Wisconsin,Florence County,18.2,19.7,1.5
Wisconsin,Fond du Lac County,19.5,20.3,0.8
Wisconsin,Forest County,20.8,20.3,-0.5
Wisconsin,Grant County,21.3,20.3,-1
Wisconsin,Green County,22.8,23.3,0.5
Wisconsin,Green Lake County,23.3,24.6,1.3
Wisconsin,Iowa County,25.6,26.2,0.6
Wisconsin,Iron County,19.8,20.9,1.1
Wisconsin,Jackson County,21.3,22.2,0.9
Wisconsin,Jefferson County,22.9,23.8,0.9
Wisconsin,Juneau County,22.1,23.7,1.6
Wisconsin,Kenosha County,25.9,25.9,0
Wisconsin,Kewaunee County,23.2,23,-0.2
Wisconsin,La Crosse County,18.1,18,-0.1
Wisconsin,Lafayette County,24.7,24.6,-0.1
Wisconsin,Langlade County,19.3,21.3,2
Wisconsin,Lincoln County,22.6,22.7,0.1
Wisconsin,Manitowoc County,19.1,18.7,-0.4
Wisconsin,Marathon County,18.7,19.5,0.8
Wisconsin,Marinette County,20.3,19.8,-0.5
Wisconsin,Marquette County,27.2,30,2.8
Wisconsin,Menominee County,25,16.9,-8.1
Wisconsin,Milwaukee County,21.5,22.4,0.9
Wisconsin,Monroe County,19.5,19.8,0.3
Wisconsin,Oconto County,26.2,26.6,0.4
Wisconsin,Oneida County,18.9,19.8,0.9
Wisconsin,Outagamie County,19.3,19.8,0.5
Wisconsin,Ozaukee County,22.5,23.8,1.3
Wisconsin,Pepin County,25.6,26.3,0.7
Wisconsin,Pierce County,27.1,25.9,-1.2
Wisconsin,Polk County,27.9,29.1,1.2
Wisconsin,Portage County,18.6,18.8,0.2
Wisconsin,Price County,19.8,19.2,-0.6
Wisconsin,Racine County,22.8,24.2,1.4
Wisconsin,Richland County,23,24.4,1.4
Wisconsin,Rock County,21.5,22.8,1.3
Wisconsin,Rusk County,22,21.4,-0.6
Wisconsin,St. Croix County,26.4,27.9,1.5
Wisconsin,Sauk County,21,21.4,0.4
Wisconsin,Sawyer County,20.3,20.3,0
Wisconsin,Shawano County,23,23.1,0.1
Wisconsin,Sheboygan County,18.2,18.2,0
Wisconsin,Taylor County,21.5,22.6,1.1
Wisconsin,Trempealeau County,21.2,22.3,1.1
Wisconsin,Vernon County,22.8,24.5,1.7
Wisconsin,Vilas County,19.4,19.5,0.1
Wisconsin,Walworth County,24.3,24,-0.3
Wisconsin,Washburn County,22.3,22,-0.3
Wisconsin,Washington County,23.4,24.6,1.2
Wisconsin,Waukesha County,23.1,24,0.9
Wisconsin,Waupaca County,20.9,23.2,2.3
Wisconsin,Waushara County,26.3,26.4,0.1
Wisconsin,Winnebago County,17.7,18.2,0.5
Wisconsin,Wood County,18.5,19.7,1.2
Wyoming,Albany County,12.3,12.7,0.4
Wyoming,Big Horn County,20.2,18.8,-1.4
Wyoming,Campbell County,20.8,20.7,-0.1
Wyoming,Carbon County,15.6,16.3,0.7
Wyoming,Converse County,30.2,23.8,-6.4
Wyoming,Crook County,22.6,28,5.4
Wyoming,Fremont County,19.3,17.9,-1.4
Wyoming,Goshen County,19.5,18.7,-0.8
Wyoming,Hot Springs County,17.2,19.6,2.4
Wyoming,Johnson County,16.5,24.6,8.1
Wyoming,Laramie County,15.8,15.8,0
Wyoming,Lincoln County,24.3,26.2,1.9
Wyoming,Natrona County,17.7,17.2,-0.5
Wyoming,Niobrara County,14.8,15.1,0.3
Wyoming,Park County,17.6,17.6,0
Wyoming,Platte County,16.9,16.9,0
Wyoming,Sheridan County,17.9,16,-1.9
Wyoming,Sublette County,24.2,20.9,-3.3
Wyoming,Sweetwater County,22.3,20.5,-1.8
Wyoming,Teton County,14.9,14.3,-0.6
Wyoming,Uinta County,21.7,19.9,-1.8
Wyoming,Washakie County,12.8,14.3,1.5
Wyoming,Weston County,25.2,25.7,0.5
